-2977.1779,9155086.375
-2976.1779,9257084.50883625
-2975.1779,9359082.642672503
-2974.1779,9461080.776508754
-2973.1779,9563078.910345007
-2972.1779,9665077.044181257
-2971.1779,9767075.17801751
-2970.1779,9869073.31185376
-2969.1779,9971071.445690013
-2968.1779,10073069.579526264
-2967.1779,10175067.713362517
-2966.1779,10277065.847198768
-2965.1779,10379063.98103502
-2964.1779,10481062.114871271
-2963.1779,10583060.248707524
-2962.1779,10685058.382543774
-2961.1779,10787056.516380027
-2960.1779,10889054.650216278
-2959.1779,10991052.78405253
-2958.1779,11095865.566535411
-2957.1779,11261832.987795254
-2956.1779,11427800.409055097
-2955.1779,11593767.83031494
-2954.1779,11759735.251574783
-2953.1779,11925702.672834625
-2952.1779,12091670.09409447
-2951.1779,12257637.515354313
-2950.1779,12423604.936614156
-2949.1779,12589572.357873999
-2948.1779,12755539.779133841
-2947.1779,12921507.200393684
-2946.1779,13087474.621653527
-2945.1779,13253442.04291337
-2944.1779,13419409.464173213
-2943.1779,13585376.885433055
-2942.1779,13751344.306692898
-2941.1779,13917311.727952741
-2940.1779,14083279.149212586
-2939.1779,14249246.570472429
-2938.1779,14386398.622889843
-2937.1779,14472100.392778005
-2936.1779,14557802.162666166
-2935.1779,14643503.932554327
-2934.1779,14729205.70244249
-2933.1779,14814907.47233065
-2932.1779,14900609.242218813
-2931.1779,14986311.012106974
-2930.1779,15072012.781995134
-2929.1779,15157714.551883297
-2928.1779,15243416.321771458
-2927.1779,15329118.09165962
-2926.1779,15414819.861547781
-2925.1779,15500521.631435942
-2924.1779,15586223.401324105
-2923.1779,15671925.171212265
-2922.1779,15757626.941100426
-2921.1779,15843328.710988589
-2920.1779,15929030.48087675
-2919.1779,15991464.57181174
-2918.1779,16019430.165637407
-2917.1779,16047395.759463077
-2916.1779,16075361.353288746
-2915.1779,16103326.947114415
-2914.1779,16131292.540940085
-2913.1779,16159258.134765754
-2912.1779,16187223.728591423
-2911.1779,16215189.322417092
-2910.1779,16243154.916242762
-2909.1779,16271120.51006843
-2908.1779,16299086.1038941
-2907.1779,16327051.69771977
-2906.1779,16355017.291545438
-2905.1779,16382982.885371108
-2904.1779,16410948.479196776
-2903.1779,16438914.073022446
-2902.1779,16466879.666848114
-2901.1779,16494845.260673784
-2900.1779,16564910.095086494
-2899.1779,16687036.370162567
-2898.1779,16809162.645238638
-2897.1779,16931288.92031471
-2896.1779,17053415.195390783
-2895.1779,17175541.470466856
-2894.1779,17297667.745542925
-2893.1779,17419794.020618998
-2892.1779,17541920.29569507
-2891.1779,17664046.570771143
-2890.1779,17786172.84584721
-2889.1779,17908299.120923284
-2888.1779,18030425.395999357
-2887.1779,18152551.67107543
-2886.1779,18274677.946151502
-2885.1779,18396804.22122757
-2884.1779,18518930.496303644
-2883.1779,18641056.771379717
-2882.1779,18763183.04645579
-2881.1779,18885309.321531862
-2880.1779,19008177.76684762
-2879.1779,19131278.018616203
-2878.1779,19254378.27038478
-2877.1779,19377478.52215336
-2876.1779,19500578.77392194
-2875.1779,19623679.02569052
-2874.1779,19746779.277459096
-2873.1779,19869879.529227678
-2872.1779,19992979.780996256
-2871.1779,20116080.032764833
-2870.1779,20239180.284533415
-2869.1779,20362280.536301993
-2868.1779,20485380.78807057
-2867.1779,20608481.039839152
-2866.1779,20731581.29160773
-2865.1779,20854681.543376308
-2864.1779,20977781.79514489
-2863.1779,21100882.046913467
-2862.1779,21223982.298682045
-2861.1779,21326580.34791027
-2860.1779,21424246.779383156
-2859.1779,21521913.21085604
-2858.1779,21619579.64232892
-2857.1779,21717246.073801808
-2856.1779,21814912.50527469
-2855.1779,21912578.936747573
-2854.1779,22010245.36822046
-2853.1779,22107911.799693342
-2852.1779,22205578.231166225
-2851.1779,22303244.66263911
-2850.1779,22400911.094111994
-2849.1779,22498577.525584877
-2848.1779,22596243.957057763
-2847.1779,22693910.388530646
-2846.1779,22791576.82000353
-2845.1779,22889243.251476415
-2844.1779,22986909.682949297
-2843.1779,23084576.11442218
-2842.1779,23171004.010515276
-2841.1779,23255450.190982636
-2840.1779,23339896.371449996
-2839.1779,23424342.55191736
-2838.1779,23508788.73238472
-2837.1779,23593234.91285208
-2836.1779,23677681.093319442
-2835.1779,23762127.2737868
-2834.1779,23846573.454254165
-2833.1779,23931019.634721525
-2832.1779,24015465.815188885
-2831.1779,24099911.99565625
-2830.1779,24184358.176123608
-2829.1779,24268804.35659097
-2828.1779,24353250.53705833
-2827.1779,24437696.71752569
-2826.1779,24522142.897993054
-2825.1779,24606589.078460414
-2824.1779,24691035.258927777
-2823.1779,24786624.502353117
-2822.1779,24938563.492984
-2821.1779,25090502.483614888
-2820.1779,25242441.47424577
-2819.1779,25394380.46487666
-2818.1779,25546319.455507547
-2817.1779,25698258.44613843
-2816.1779,25850197.436769318
-2815.1779,26002136.4274002
-2814.1779,26154075.41803109
-2813.1779,26306014.408661976
-2812.1779,26457953.39929286
-2811.1779,26609892.389923748
-2810.1779,26761831.38055463
-2809.1779,26913770.37118552
-2808.1779,27065709.361816406
-2807.1779,27217648.35244729
-2806.1779,27369587.343078177
-2805.1779,27521526.33370906
-2804.1779,27661491.98656628
-2803.1779,27756197.049024686
-2802.1779,27850902.111483097
-2801.1779,27945607.173941504
-2800.1779,28040312.236399915
-2799.1779,28135017.298858322
-2798.1779,28229722.361316733
-2797.1779,28324427.423775144
-2796.1779,28419132.48623355
-2795.1779,28513837.548691962
-2794.1779,28608542.61115037
-2793.1779,28703247.67360878
