1954.4456,1429733.455357143
1939.6819,1469774.705357143
1920.7259,1115158.8482142857
1888.2821,1265479.5535714286
1863.129,1402094.7410714286
1829.5915,1764507.919642857
1766.8911,1613776.625
1747.9351,3648998.848214286
1728.6146,3166518.9553571427
1678.3084,1744403.080357143
1670.8354,2268149.3125
1651.5149,3021690.6160714286
1632.1944,2971825.6339285714
1613.0562,2929280.4821428573
1598.4747,2369349.098214286
1574.4152,1783584.4107142857
1555.277,2720353.1964285714
1535.9565,3920838.035714286
1516.8183,3421017.8928571427
1497.8624,3445376.2053571427
1478.7241,3506831.9464285714
1459.5859,4318046.964285715
1440.2654,5873953.125
1420.9449,6167155.383928572
1401.8067,6132046.714285715
1382.8508,5319411.339285715
1363.5303,4536943.696428572
1344.0275,5430952.723214285
1325.0716,4791247.205357143
1305.9333,5849158.955357143
1286.4306,6276273.919642857
1267.2924,5542898.491071428
1248.3364,5711861.821428572
1229.0159,6198252.848214285
1209.8777,5880244.160714285
1190.9217,5846496.517857143
1171.6012,7526377.241071428
1152.2808,8122892.25
1132.9603,7115541.330357143
1113.6398,6188872.473214285
1094.5016,6377086.410714285
1075.3633,7336088.535714285
1056.0428,8129170.267857143
1036.9046,7822361.598214285
1017.7664,7412866.5
998.4459,8442372.767857144
979.49,11682537.151785715
960.1695,12232902.44642857
940.849,12449431.1875
921.893,10803984.8125
902.7548,11128449.5
883.4343,11977522.169642856
864.1138,12100158.375
844.9756,11227100.99107143
825.6551,11753059.517857144
806.6992,11676112.205357144
787.3787,13997837.839285715
768.0582,15202902.32142857
748.92,13776480.276785715
729.7817,13717787.25
710.4612,14481592.892857144
691.323,15334069.348214285
672.1848,14295156.017857144
652.8643,15472200.919642856
633.7261,16286098.205357144
614.5879,16343642.32142857
595.2674,15387908.75892857
576.1292,16668465.30357143
556.9909,18184382.75
537.6704,17701547.26785714
518.7145,16013755.67857143
499.394,16240996.660714285
480.0735,17374602.25
460.9353,17695026.276785713
441.7971,19366310.3125
422.4766,17879666.651785713
403.1561,17428290.375
383.8356,16778290.05357143
364.8796,16912742.5625
345.5592,17880877.723214287
326.6032,18567132.035714287
307.2827,18009306.35714286
288.1445,18495856.24107143
269.0063,19018374.63392857
249.6858,18913445.85714286
230.5476,18505856.348214287
211.4093,18545091.339285713
192.0888,20004409.66964286
172.7684,19490087.91964286
153.4479,18307576.05357143
146.8862,3364334.5
134.4919,18570210.089285713
115.1714,20532455.875
96.0332,22294958.0
76.895,19945644.67857143
57.7568,18725617.0
38.6185,20539795.16964286
19.298,24190564.20535714
-0.0224,24108932.99107143
-19.1607,23513743.125
-38.2989,21262177.30357143
-57.4371,22420008.625
-76.7576,23738107.39285714
-95.8958,24386224.39285714
-115.034,21573582.38392857
-134.1723,21703730.04464286
-153.4928,24180543.66964286
-172.8132,26412197.80357143
-191.9515,25333144.85714286
-211.0897,25195031.74107143
-230.2279,24428354.88392857
-249.5484,25912592.32142857
-268.6866,25784626.214285713
-287.8248,24019999.85714286
-307.1453,25845202.339285713
-326.2836,27622985.38392857
-345.6041,25620475.901785713
-364.7423,24700565.098214287
-384.0628,26268584.473214287
-403.201,26364068.83035714
-422.3392,26394928.80357143
-441.4774,26563994.85714286
-460.7979,28640870.785714287
-479.9361,29917646.95535714
-499.2566,30929334.75892857
-518.3949,27717416.5
-537.7153,24989251.38392857
-549.9273,6074076.919642857
-556.8536,25982089.151785713
-575.9918,26888014.44642857
-595.13,26484874.14285714
-614.2682,26987448.20535714
-633.5887,27737202.32142857
-652.9092,28590410.839285713
-672.0474,24808724.651785713
-691.1857,25179090.42857143
-710.5061,26835855.125
-729.6444,28232719.125
-744.5904,8267939.035714285
-748.7826,26873175.24107143
-767.9208,27400088.60714286
-787.059,26928955.035714287
-806.3795,26348959.1875
-825.7,23974996.23214286
-844.8382,26052509.44642857
-863.9765,26751049.89285714
-883.2969,26427808.80357143
-902.4352,25409701.36607143
-921.7557,24698797.526785713
-940.8939,26728942.89285714
-960.0321,26972176.33035714
-979.1703,27110925.99107143
-998.4908,28610814.85714286
-1017.629,27461041.660714287
-1036.9495,25220641.285714287
-1056.0877,25323676.5625
-1075.226,25813908.714285713
-1094.3642,25963558.67857143
-1113.6847,25353216.16964286
-1133.0052,25615888.76785714
-1152.1434,26317642.88392857
-1171.2816,24671045.57142857
-1190.4198,24067409.651785713
